Turismiobjekti nimi,Turismiobjekti kirjeldus,Kategooria,Tüüp,Teemaviited,Turismiobjekti koduleht,Turismiobjektii e-post,Turismiobjekti tel nr,Turismiobjekti aadress,Broneerimise link,Kvaliteedimärgised,Omadused ja üldine varustus,Tärnid,facebook,instagram,tiktok,X,Ettevõtte registrikood,Ettevõtte nimi,Ettevõtte aadress,Ettevõtte telefon,Ettevõtte e-post,Ettevõtte koduleht,Piirkond,Turismipiirkonnad ja kultuuriruumid,Saared,Hooaeg,Hooaja periood,Lahtiolekuaeg,Avatud ajad,Juurdepääsupiirangud,Tubade arv kokku,Voodikohad,Voodikohtade arv kõrghooajal,Voodikohtade arv madalhooajal,Haagissuvila kohtade arv,Telkimiskohtade arv
Romeo Family külaliskorter Suur-Karja 18,"Romeo Family külaliskorterite ketti kuuluv korter Suur-Karja 18 asub Tallinna vanalinnas Neitsitorni ja Niguliste kiriku vahetus läheduses. Et muuta sinu siinviibimine võimalikult nauditavaks ja mugavaks, on külaliskorteris olemas kõik vajalik – elutuba, magamistuba, täisvarustusega köök, tasuta Wi-Fi ja eraparkla. Külaliskorteri lähedal jalutuskäigu kaugusel asuvad populaarsed huviväärsused. Tallinna kesklinn on suurepärane valik külastajatele, kelle huviks on ajalooline vanalinn ja hea toit.",Majutus,Külaliskorter,,http://romeofamily.ee/,info@romeofamily.ee,+372 5690 4786,"Müürivahe tn 16, Kesklinna linnaosa, Tallinn, Harju maakond",,,"Külmutuskapp,Peretoad,Pesumasin,WC,WIFI",,,,,,10699708.0,Osaühing ROMEO FAMILY,"Toompuiestee 33 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",+372 6444255,info@romeofamily.ee,http://www.romeofamily.ee,Tallinn,,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,2.0,0.0,0.0,0.0,0.0
Romeo Family stuudiokorter Kaarli 8,"Romeo Family külaliskorterite ketti kuuluv hubane stuudiokorter Kaarli tänaval on vaid 200 m kauguselt Toompeast. Korteri akendest avaneb kaunis vaade Toompea lossile.45 m2 korter mahutab ööbima kuni 2 inimest, olemas on kõik vajalik, et puhkust nautida. Korter on sisustatud suure voodi ja diivanvoodiga, televiisori ja söögilauaga ning täisvarustusega köögiga. Vannioas on tualett ja dušš. Olemas on pesumasin, föön, triikraud, triikimislaud ja kuivatusrest ning tasuta WiFi.",Majutus,Külaliskorter,,https://romeofamily.ee/et/properties,info@romeofamily.ee,+372 5690 4786,"Kaarli pst 8, Kesklinna linnaosa, Tallinn, Harju maakond",https://www.romeofamily.ee,,,,,,,,10699708.0,Osaühing ROMEO FAMILY,"Toompuiestee 33 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",+372 6444255,info@romeofamily.ee,http://www.romeofamily.ee,Tallinn,,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,1.0,2.0,0.0,0.0,0.0,0.0
Roograhu sadamahoone hotell,"Roograhu sadama hotell asub otse mere ääres ning on mõnusaks puhkamiseks peredele või väiksemale seltskonnale. Sadama teenindushoone II korrusel on 5 kahekohalist hotellituba ning terrassiga salong. Tubades on dušš, WC, teler. Hotellitubade akendest avaneb kaunis vaade merele, Tahkuna poolsaarele ja Hiiessaare majakale.Vaba aega saab veeta kas jalgratastega Hiiumaad avastades, jalgsi matkates või jahiga või paadiga merel seilates. Toitlustust pakutakse aastaringselt 20 - 80-le inimesele (talveajal 20-le). Olemas on tingimused ka autokaravanidele.",Majutus,Külalistemaja,,https://www.roograhu.ee/hotell/,info@roograhu.ee,+372 5306 6615,"Roograhu, Hiiessaare küla, Hiiumaa vald, Hiiu maakond",https://www.booking.com/hotel/ee/roograhu-guesthouse-amp-resto,,"Gruppide toitlustus,Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Saun,Toitlustus,WC,WIFI",,https://www.facebook.com/roograhu,,,,12900140.0,Ungrumaja OÜ,"Suuresadama küla, Hiiumaa vald, Hiiu maakond",,info@ungrumaja.ee,,Lääne-Eesti,,Hiiumaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,,,,5.0,10.0,0.0,0.0,0.0,0.0
Roosa maja parvesaunaga,"Meie elamusmajutus asub Hiiumaal Reigi külas. Asume männimetsa servas, ümbruses ei ole teisi maju, seega sobib ideaalselt inimestele, kes soovivad rahu linnakärast ja hindavad looduses olemist.Kahes paadi mõjutusega magamistoas on mõlemas 2 laia magamisaset, teisel korrusel on 2 magamiskohta. Magama mahub kuni 10 inimest.Maja taga tiigi peal on mõnus parvesauna (hinna sees) nautida ja vahepeal jahutamiseks tiiki hüpata. Olemas on grill, varjualune istumiseks, laste mänguväljak, erinevad kiiged  ja välimööbel. Meri on umbes 2 kilomeetri kaugusel.",Majutus,Elamusmajutus,"Lemmikloomasõbralik,Peresõbralik,Telkimisplatsid",,majaroosa@gmail.com,+372 515 3656,"Marjamaa, Reigi küla, Hiiumaa vald, Hiiu maakond",,,"Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,WC,WIFI",,https://www.facebook.com/p/Roosa-maja-parvesaunaga-Hiiumaal-100068521145801/,https://www.instagram.com/roosamajahiiumaal/,,,11801341.0,Aet Alliksoo,"SUUREKIVI, Reigi küla, Hiiumaa vald, Hiiu maakond",+372 5153656,aet.alliksoo@gmail.com,,Lääne-Eesti,,Hiiumaa,Hooajaliselt,1 Mai - 1 Oktoober,Ainult ettetellimisel,,,3.0,10.0,0.0,0.0,0.0,0.0
Roose aednikumaja,"Roose aednikumajas on kõik võimalused täiuslikuks puhkuseks.Mõnus õhtune istumine kaminatule paistel, saun, hea seltskond, imetore vaade aednikumaja terrassilt Hiiumaa kadakasele karjamaale..... no mida see hing veel ihkab? Aednikumaja esimesel korrusel on inglise maamaja stiilis kaminaga puhketuba ja kööginurk, saun, duššid ja WC. Teise korruse magamiskambrid pakuvad majutust viiele inimesele ning sinna pääseb mööda välistreppi. Sauna kasutamine ei sisaldu majutuse hinnas.Aednikumaja alumist korrust saab rentida ka oma sündmuse tähistamiseks ilma ööbimise võimalust kasutamata.",Majutus,Puhkemaja,,https://www.roose.ee,info@roose.ee,+372 527 0977,"Roose, Linnumäe küla, Hiiumaa vald, Hiiu maakond",,,"Külmutuskapp,Parkimine tasuta,Peretoad,Puhkeala/piknikuplats,Saun,WC,WIFI",,https://www.facebook.com/profile.php?id=100063738303522#,,,,12805795.0,Kaupmar OÜ,"Loigu tänav 10, Kärdla linn, Hiiumaa vald, Hiiu maakond",+372 56903202,mart@roose.ee,,Lääne-Eesti,,Hiiumaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,2.0,5.0,0.0,0.0,0.0,0.0
Rooslaiu talu kodumajutus,"Rooslaiu talu kodumajutus on mõnus ja hubane koht Kihnu saarel, sadamast vaid ühe kilomeetri kaugusel.
Sind ootavad mugavad kämpingud. Tule veeda oma puhkus koos pere, sõprade või töökaaslastega!
Kämpingus on olemas voodipesu ja rätikud, ühiskasutuses on dušš ja wc, külmkapi kasutamise võimalus.
Õuealal on olemas lauad ja toolid, grillimise ja lõkke tegemise võimalus. Lisaks erinevad tegevused lastele: korvpall, noolemäng jpm.
Ettetellimisel kostitame teid hommiku-, lõuna- ja õhtusöögiga.
Tule ja vaata, kuidas ehe kaluripere elab ja töötab. Meie uõtamõ!",Majutus,Kodumajutus,,https://rooslaiutalukihnus.mystrikingly.com/?fbclid=IwAR1-wgYki4fojxswLqFgF5gtW57nYtQf9W_fhPdFjU6M8OECJnexIntgJqU,rooslaiutalu@gmail.com,+372 5164923,"Rooslaiu, Lemsi küla, Kihnu vald, Pärnu maakond",,,"Kuivkäimla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,WC",,https://www.facebook.com/Rooslaiutalu,https://www.instagram.com/rooslaiutalukihnus/,,,16441953.0,Rooslaiu talu OÜ,"ROOSLAIU, Lemsi küla, Kihnu vald, Pärnu maakond",+372 5164923,rooslaiutalu@gmail.com,,Lääne-Eesti,,Kihnu,Hooajaliselt,1 Juuni - 31 August,Ainult ettetellimisel,,,0.0,0.0,12.0,0.0,0.0,0.0
Roosta Puhkeküla majutus,"Roosta Puhkeküla eeliseks on Läänemaa kaunis loodus ning kaubamärgiks kogemused ja kvaliteet. Õnnestunud seminarid, lõõgastavad puhkused ja meeldejäävad seiklused toimuvad siin, sest me teame, kuidas teie unistused teoks teha. Läänemaa kaunis loodus äratab meeled ning mugavad puhkemajad annavad sooja peavarju aastaringselt. Lisaks kaunile männimetsale ja imelisele liivarannale on meil veel palju pakkuda:- seminarid, konverentsid ja koolitused - firmade suve-ja talvepäevad - Roosta Catering ja Roosta Köök - sünnipäevad ja muud peod - seikluspark - lastelaagrid - puhkusepaketid",Majutus,Puhkemaja,Peresõbralik,https://roosta.ee/,roosta@roosta.ee,+372 525 6699,"Roosta puhkeküla, Elbiku küla / Ölbäck, Lääne-Nigula vald, Lääne maakond",https://hotel.roosta.ee/et/tootekategooria/salbos_room_et/,Eesti Kämpingute Liit,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Pesumasin,WC,WIFI",,https://www.facebook.com/roostapuhkekeskus/,https://www.instagram.com/roostapuhkekula,,,10056444.0,Osaühing ROOSTA PUHKEKÜLA,"Roosta puhkeküla, Elbiku küla / Ölbäck, Lääne-Nigula vald, Lääne maakond",+372 472 5195,roosta@roosta.ee,,Lääne-Eesti,,,Hooajaliselt,1 Juuni - 31 August,Igapäevaselt sama,08:00-23:00,,45.0,260.0,260.0,260.0,14.0,50.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Mai - 31 Mai,Nädalakalender,"E-N: 09:00-18:00,R-L: 09:00-21:00,P: 09:00-18:00",,45.0,260.0,260.0,260.0,14.0,50.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,1 September - 30 Aprill,Nädalakalender,"E-N: 08:00-19:00,R-L: 08:00-22:00,P: 08:00-19:00",,0.0,0.0,0.0,0.0,0.0,0.0
Roostasalu Puhkemaja,"Roostasalu Puhkemaja asub Läänemaal looduskaunis kohas Noarootsis.Meil on 7 magamiskohta, suur avatud köök ja saun. Koht sobib ideaalselt peremajutuseks või lihtsalt puhkajale, kellele meeldib vabas looduses viibida.  Tule ja naudi kauneid merevaateid, suple, kalasta või matka  looduslikel metsaradadel.  ",Majutus,Puhkemaja,,https://www.roostasalu.ee/,info@roostasalu.ee,+372 507 2231,"Rikholdi, Elbiku küla / Ölbäck, Lääne-Nigula vald, Lääne maakond",https://www.booking.com/hotel/ee/roostasalu.et.html,,"Külmutuskapp,Parkimine tasuta,Saun,WC",,,,,,11976106.0,Original Building OÜ,"Suur-Liiva tänav 15, Haapsalu linn, Lääne maakond",,karlraatpalu@gmail.com,,Lääne-Eesti,,,Hooajaliselt,1 Juuni - 1 September,Ainult ettetellimisel,,,3.0,7.0,0.0,0.0,0.0,0.0
Rose Apartment,"Avatud planeeringuga, renoveeritud ja kõigi mugavustega Rose Apartment asub Haapsalu vanalinnas otse peatänava ääres. Kööginurgaga korteris on Sul toiduvalmistamise võimalus ja suur rõdu, kus nautida vaadet lossimüürile, kirikule ning juua hommikukohvi. Hoovis privaatne parkimine. Korteris on saun. Korter on varustatud kõige vajalikuga, söögivalmistamise tarvikutest hommikumantliteniKorter mahutab mugavalt 3-4 inimest, aga hea seltskond võib ka pisut suurem ollaLühikese jalutuskäigu kaugusele jäävad mitmed söögikohad, kauplus, piiskoplinnus ja mereäärne promenaad.Hinna sees hommikusöök ",Majutus,Külaliskorter,,,haapsaluroos@gmail.com,+372 5024286,"Karja tn 11, Haapsalu linn, Haapsalu linn, Lääne maakond",https://booking.com/hotel/ee/rose-apartment.et.html?aid=356980&label=gog235jc-1DCAsoQkIOcm9zZS1hcGFydG1lbnRIM1gDaEKIAQGYAQu4ARfIAQzYAQPoAQGIAgGoAgO4AtKajLsGwAIB0gIkM2FkYzE4NmItMzk5Ny00MTBiLThmNDAtY2YwNzQxZjIwMmQ22AIE4AIB&sid=393edcf454c8a0a11af2b6ae6a2f316a&dist=0&group_adults=5&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&,,"Konditsioneer,Külmutuskapp,Parkimine tasuta,Saun,Toitlustus,WC,WIFI",,https://www.facebook.com/Rose-Apartment-197811844107379/,,,,11295033.0,Wiigi Invest OÜ,"Saue tänav 5, Haapsalu linn, Haapsalu linn, Lääne maakond",+372 5024286,vanahaapsalu@gmail.com,,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,,,,2.0,5.0,0.0,0.0,0.0,0.0
Rosi Puhkemaja,"Rosi Puhkemaja asub Ida-Virumaal, suurte seikluste südames looduslikult kaunis kohas. Rosi Puhkemaja sobib suurepäraselt puhkuseks spordisõpradele, looduse nautlejatele ja kõigile neile, kes hindavad kvaliteetaega ja tahavad koos olla pere, sõpradega või üksi.
Majas on õdus kaminasaal elava tulega, täisvarustusega köök ning saun. Saunast pääseb kauni loodusvaatega terrassile, kus saab nautida imelist päikeseloojangut. Terrassil on ka kümblustünn.
Puhkemaja mahutab lahedalt 10 inimese suuruse seltskonna. Mugavaks puhkuseks on võimalik tellida ka õhtusööki või peolauda ja hommikusööki.",Majutus,Puhkemaja,Green Key,http://www.rosipuhkemaja.ee/,rosipuhkemaja@gmail.com,+372 5347 8185,"Sauna, Koljala küla, Lüganuse vald, Ida-Viru maakond",https://www.booking.com/hotel/ee/rosi-puhkemaja.et.html?aid=333369&label=rosi-puhkemaja-so2XUi3Tzl6rlMy%2A_cleXgS589311915056%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-2007787596709%3Akwd-596189503195%3Alp9067646%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YcLgEXIAJSu2fIX5Olt3Yyo&sid=1ffacf27e8b672017516dda14bcb9a32&dest_id=-2622725&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1735547853&srpvid=661c3ca1a82a03b0&type=total&ucfs=1&,Green Key,"Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Seminariruum,WC,WIFI",,https://www.facebook.com/rosipuhkemaja,https://www.instagram.com/rosipuhkemaja,,,14076550.0,EVISS OÜ,"Jõe tänav 17a, Erra alevik, Lüganuse vald, Ida-Viru maakond",+372 53478185,rosipuhkemaja@gmail.com,http://www.rosipuhkemaja.ee/,Põhja-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,5.0,10.0,0.0,0.0,0.0,0.0
Rosma Veski Puhkemaja,"Rosma Veski puhkemaja asub kunagises veskilise majas vesiveski kõrval Rosmal. Ümberringi rahulik külakeskkond, veekohin veskitammis, samas lühikese autosõidu või jalutuskäigu kaugusel Põlva keskusest.Armas väike maja, kus majutuskohti  (2-ne, 4-ne ja 6 -ne tuba) ningsobilik ruum ka väiksemate koosviibimiste korraldamiseks.Hommikusöök ja toitlustamine vastavalt eelnevale kokkuleppele.Küsi pakkumist!",Majutus,Puhkemaja,,https://rosmaveski-pm.ee/,info@rosmaveski-pm.ee,+372 501 2868,"Veski tee 6, Rosma küla, Põlva vald, Põlva maakond",https://www.booking.com/hotel/ee/rosma-veski-puhkemaja.et.html,,"Külmutuskapp,Parkimine tasuta,WC",,,,,,10790368.0,Laurenta OÜ,"Viu 5 2, Tallinn, Harju maakond",+372 5012868,info@rosmaveski-pm.ee,http://rosmaveski-pm.ee,Lõuna-Eesti,Vana-Võromaa,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,4.0,9.0,9.0,9.0,0.0,0.0
Rõsna Puhkekeskus,"Rõsna Puhkekeskus on õdus rannaäärne puhkekoht Seto kuningriigis, Värska lahe kaldal. See on suurepärane koht suvepäevade, kokkutulekute ja koolituste läbiviimiseks. Samuti pere ning sõpruskonna puhkuseks.
Pakume ööbimist erinevate suurustega kämpingutes majakestes ning puhkemajades. Üürida saab kämpinguid ja maju nii eraldi kui ka tervet kompleksi tervikuna
Leilisõbrad võivad valida suitsusauna ja kolme soome sauna vahel.
 Kõigil keskuses puhkajatel on võimalus kasutada aerupaate ning vesiratast või seltskonnal broneerida lõbusõiduks hoopis lõbusõidu parv.",Majutus,Puhkemaja,,http://xn--rsnapuhkekeskus-ssb.com/et,rosna@mail.ee,+372 56566006,"Antsu, Rõsna küla, Setomaa vald, Võru maakond",,,"Kuivkäimla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,WC",,https://www.facebook.com/Rõsna-Puhkekeskus-419491914828016/,https://www.instagram.com/r6snapuhkekeskus/,,,10069100.0,VV Auto OÜ,"Suur-Sõjamäe tänav 29a/2, Lasnamäe linnaosa, Tallinn, Harju maakond",+372 5080159,margus@vvauto.ee,,Lõuna-Eesti,Setomaa,,Hooajaliselt,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,11.0,60.0,60.0,0.0,0.0,0.0
Rõuge Suurjärve Külalistemaja,"Rõuge Suurjärve Külalistemaja lahke pererahvas ootab teid otse maalilise Rõuge südames. Külalistemaja asub Rõuge keskuses künkal, millelt avaneb vaade Eesti sügavaimale järvele - Rõuge Suurjärvele.
Külalistemajal on mitu väljapääsu, mis võimaldavad eri seltskondadele privaatsust. Lõõgastumiseks on meil saun  ja mõnus suvine grillikoda.
Peale majutuse pakume veel seminariruumi renti ja peolaudade korraldamist  kohapeal valmistatud maitsvate toitudega.
Olemas invasissepääs.
Rõuge matkarajad kutsuvad matkajaid, järved kalastajaid, paadisõitjaid ning suplejaid.
 ",Majutus,Külalistemaja,,https://www.maremajutus.ee,info@maremajutus.ee,+372 524 3028,"Metsa tn 5/1, Rõuge alevik, Rõuge vald, Võru maakond",,,"Kuivkäimla,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Seminariruum,WC,WIFI",,,,,,11630833.0,OÜ Suurjärve KM,"Metsa tn 5/1, Rõuge alevik, Rõuge vald, Võru maakond",+372 524 3028,info@maremajutus.ee,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,16.0,34.0,34.0,34.0,0.0,0.0
Rummusaare puhke- ja spordikeskus,"Rummusaare Puhke- ja Spordikeskus asub Järvamaal, keset Kõrvemaa kaunist loodust rabade lähistel. Keskus on suurepärane valik aktiivse puhkuse, ürituste ja koosviibimiste korraldamiseks.
Rummusaare majutus on lihtne ja praktiline, sobides eriti hästi sportlastele, gruppidele ja loodushuvilistele. Saadaval on nii suuremaid kui ka väiksemaid tube, mis on sisustatud narivooditega või ilma, et vastata erinevatele vajadustele.
Keskus pakub mitmekülgseid võimalusi aktiivseks ajaveetmiseks, siin on spordiväljakud, laste mänguala, grillikoda, saunamaja. 
 ",Majutus,"Puhkeküla, karavanid",Telkimisplatsid,https://rummusaaresuvi.voog.com/et,rummusaaresuvi@gmail.com,+372 517 7505,"Rummusaare, Vetepere küla, Järva vald, Järva maakond",https://www.booking.com/hotel/ee/rummusaare-puhkemaja.et.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaEKIAQGYAQu4ARfIAQzYAQHoAQH4AQ2IAgGoAgO4Arb7s78GwAIB0gIkODAzZWMyNTgtODI0MS00ZGU3LWIyNmMtZjlmMDNiNTgyNGY12AIG4AIB&sid=50789faf248f5941d970959e0ec14913&checkin=2025-04-25&checkout=2025-04-26&dest_id=2398857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1743600091&srpvid=577c5debda270387&type=total&ucfs=1&#no_availability_msg,,"Haagissuvila/karavani parkla,Külmutuskapp,Parkimine tasuta,Puhkeala/piknikuplats,Seminariruum,WC",,https://www.facebook.com/rummusaare/,,,,14121492.0,Targalt talitaja OÜ,"Männivälja tee 6, Vanamõisa küla, Saue vald, Harju maakond",+372 5220818,jaanus.olev@gmail.com,,Põhja-Eesti,,,Hooajaliselt,1 Mai - 31 Oktoober,Ainult ettetellimisel,,,14.0,49.0,49.0,0.0,0.0,0.0
Rumpo Mäe Talu,"Vormsi saarel asuv Rumpo Mäe Talu on sobiv koht perepuhkuse veetmiseks, seminaride,õppepäevade, loome- ja looduslaagrite korraldamiseks.
Oma külalistele pakume öömaja (38 kohta + lisakohad), toitlustamist (kokkuleppel), seminariruumide kasutamist, sauna ja jalgrattarenti. Meie koostööpartnerid pakuvad giiditeenust, süsta- ja jalgrattamatkasid, purjekasõitu, vibulaskmist, õpitubasid.
Tule Vormsisse ja avasta meie saart- kõige ilusam merevaade on just meie juures!
 ",Majutus,Külalistemaja,Peresõbralik,https://www.rumpomae.ee/,info@rumpomae.ee,+372 506 0745,"Joansi, Rumpo küla, Vormsi vald, Lääne maakond",,,"Gruppide toitlustus,Külmutuskapp,Parkimine tasuta,Peretoad,Puhkeala/piknikuplats,Saun,Seminariruum,WIFI",,,,,,11363036.0,OÜ Södervik,"Joansi talu, Rumpo küla, Vormsi vald, Lääne maakond",+372 5060745,info@rumpomae.ee,,Lääne-Eesti,,Vormsi,Hooajaliselt,15 Aprill - 30 November,Ainult ettetellimisel,,,15.0,0.0,38.0,26.0,0.0,0.0
Ruudu majutus,"Ruudu külaliskorterid on ideaalne koht neile, kes soovivad kogeda Kihnu saare ainulaadset atmosfääri, jäädes samal ajal mugavasse ja kaasaegsesse majutusse.
Asukoht saare südames võimaldab lihtsat ligipääsu randadele, kultuurielamustele ja looduskaunitele radadele.
Külalisi ootavad hubased korterid, privaatne vannituba ja võimalus nautida hommikukohvi värskes õhus. Tule ja tunne Kihnu külalislahkust ning unusta argirutiin!
Hubane peatuspaik Kihnus!",Majutus,Külaliskorter,"Lemmikloomasõbralik,Peresõbralik",,majutus@kihnu.ee,+372 5144610,"Ruudu, Lemsi küla, Kihnu vald, Pärnu maakond",,,"Külmutuskapp,Parkimine tasuta,WC,WIFI",,https://www.facebook.com/kihnu.majutus.7,,,,11505890.0,Majutus OÜ,"Ruudu, Lemsi küla, Kihnu vald, Pärnu maakond",+372 5144610,majutus@kihnu.ee,,Lääne-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,5.0,18.0,0.0,0.0,0.0,0.0
Ruunawere Postimõis,"Meie hotellil  on suurepärane asukoht Tallinn-Pärnu maantee ääres, vaid 47 km kaugusel Tallinnast. Valikus on erinevaid tube: standardtubadest sviitideni. Ajalooline Postipoiste maja sobib romantikapuhkuseks kahele.Keldrikorrusel asub mugav saunakeskus. Restoranis pakume kohalikust toorainest koduseid ja traditsioonilisi toite.Hotelli ümbruses saab jalutada või minna seikluslikumale matkale, lähedal on muistse Varbola linnuse asupaik – kunagine Eesti suurim kaitserajatis. 
Tule avasta Ruunawere Postimõis, kus kohtuvad ajalugu, loodus ja kaasaegne mugavus - kõik see tagab täiusliku puhkuse.
 ",Majutus,Hotell,Lemmikloomasõbralik,https://www.ruunawere.ee,info@ruunawere.ee,+372 505 1923,"Ruunavere/1, Pajaka küla, Märjamaa vald, Rapla maakond",https://bouk.io/booking/ruunawere/713/rooms/409?language=et,,"Gruppide toitlustus,Haagissuvila/karavani parkla,Parkimine tasuta,Peretoad,Pesumasin,Puhkeala/piknikuplats,Saun,Seminariruum,Toitlustus,WC,WIFI",,https://www.facebook.com/ruunawere/,https://www.instagram.com/ruunawerehotell,,,10403348.0,RUUNAWERE HOTELL OÜ,"Ruunavere, Pajaka küla, Märjamaa vald, Rapla maakond",+372 670 9395,info@ruunawere.ee,,Põhja-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ööpäevaringselt,00:00-24:00,,14.0,40.0,40.0,40.0,2.0,10.0
Saadumäe puhkemaja,"Saadumäe talu asub Saaremaa kagurannikul ümbritsetud looduskaitsealuste puisniitude ja Kahtla-Kübassaare hoiualaga. Maja on ehitatud aastal 1918 ja renoveeritud palkehitustraditsioone jälgides ja vana säilitades. 
Maja sobib perele või seltskonnale kus on kuni kümme inimest. Siin on head võimalused puhata looduses ja omas rahus. Saab sauna tellida ja grillimaja kasutada. Puisniidul on suvel niidetud rada kus jalutada saab. 
Majas viibitakse iseseisvalt ja kohal teenuseid ei pakuta. Maja haldab Kotka Turismitalu, sealt saab abi ja nõu, rentida kanuud, paati ja jalgrattaid.",Majutus,Puhkemaja,,https://kotkatalu.com/majutus-accommodation/,kotkafarm@gmail.com,+372 5614 8585,"Saadumäe, Saaremetsa küla, Saaremaa vald, Saare maakond",https://www.booking.com/hotel/ee/saadumae-holiday-house.et.html,,"Konditsioneer,Kuivkäimla,Külmutuskapp,Parkimine tasuta,Pesumasin,Puhkeala/piknikuplats,Saun,WC,WIFI",,https://www.facebook.com/KotkaTalu,,,,16293197.0,OÜ Heatujuline,"Kotka talu, Saaremetsa küla, Saaremaa vald, Saare maakond",+372 56148585,kotkafarm@gmail.com,,Lääne-Eesti,,Saaremaa,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,4.0,9.0,9.0,9.0,0.0,0.0
Sääniku talu puhkekeskus,"Sääniku talu puhkekeskus asub Kavilda ürgoru serval, Tartu linnani on 25 km ja Elvani 13 km. Puhkekeskus on sobiv paik perepuhkuseks, pulmadeks, koolitusteks, laagriteks ja lihtsalt looduse nautimiseks. Siin saate nautida suitsu- ja soomesauna. Kompleksis on kiigeplats koos terviseraja, grillkoja, palliplatsi ja laste mänguväljakuga, väliköök. Võimalik korraldada üritusi peosaalis koos toitlustusega kuni 80 inimesele. Meil on 24 voodikohta, võimalik tellida hommiku-, lõuna- ja õhtusööki. Telkimisruumi jagub 15 telgile.Teid ootab puhas loodus, vaikus ja lahke pererahvas.Kohtume Säänikul!",Majutus,Puhkemaja,"Lemmikloomasõbralik,Peresõbralik,Telkimisplatsid",http://ugaraja.ee/portfolio/saaniku-talu-puhkekeskus/,rutt.tuvike@mail.ee,+372 5665 9816,"Sääniku, Mäeselja küla, Elva vald, Tartu maakond",,,"Külmutuskapp,Parkimine tasuta,Seminariruum,WC,WIFI",,https://www.facebook.com/Saanikutalu/,https://www.instagram.com/saanikutalu/,,,10085434.0,Sääniku talu,"Sääniku, Mäeselja küla, Elva vald, Tartu maakond",+372 5665 9210,rutt.tuvike@mail.ee,,Lõuna-Eesti,,,Ei ole hooajaline,1 Jaanuar - 31 Detsember,Ainult ettetellimisel,,,5.0,24.0,24.0,24.0,0.0,15.0
